article_id,index,llm_assessment,llm_confidence,llm_model,llm_error
227,977,is-not-biased,95,gemma3:27b,
105,662,is-biased,75,gemma3:27b,
127,1607,is-not-biased,95,gemma3:27b,
121,663,is-not-biased,90,gemma3:27b,
80,978,is-biased,75,gemma3:27b,
76,1608,is-not-biased,90,gemma3:27b,
247,664,is-not-biased,90,gemma3:27b,
21,979,is-not-biased,90,gemma3:27b,
73,1609,is-biased,75,gemma3:27b,
125,665,is-not-biased,85,gemma3:27b,
265,980,is-biased,75,gemma3:27b,
70,1610,is-not-biased,95,gemma3:27b,
58,666,is-biased,75,gemma3:27b,
96,981,is-not-biased,85,gemma3:27b,
117,1611,is-not-biased,95,gemma3:27b,
146,667,is-not-biased,95,gemma3:27b,
209,982,is-not-biased,90,gemma3:27b,
125,1612,is-not-biased,85,gemma3:27b,
12,668,is-not-biased,90,gemma3:27b,
87,983,is-biased,75,gemma3:27b,
122,1613,is-not-biased,85,gemma3:27b,
198,669,is-biased,75,gemma3:27b,
192,984,is-not-biased,85,gemma3:27b,
248,1614,is-not-biased,85,gemma3:27b,
176,670,is-biased,75,gemma3:27b,
253,985,is-biased,75,gemma3:27b,
69,1615,is-not-biased,85,gemma3:27b,
230,671,is-not-biased,95,gemma3:27b,
115,986,is-not-biased,95,gemma3:27b,
3,1616,is-not-biased,95,gemma3:27b,
140,672,is-not-biased,85,gemma3:27b,
82,987,is-biased,75,gemma3:27b,
288,1617,is-biased,75,gemma3:27b,
84,673,is-not-biased,85,gemma3:27b,
277,988,is-not-biased,95,gemma3:27b,
213,1618,is-not-biased,90,gemma3:27b,
196,674,is-biased,75,gemma3:27b,
94,989,is-not-biased,90,gemma3:27b,
119,1619,is-not-biased,90,gemma3:27b,
203,990,is-not-biased,95,gemma3:27b,
101,675,is-not-biased,90,gemma3:27b,
118,1620,is-not-biased,85,gemma3:27b,
113,676,is-not-biased,90,gemma3:27b,
75,1621,is-not-biased,95,gemma3:27b,
5,991,is-not-biased,85,gemma3:27b,
129,677,is-not-biased,95,gemma3:27b,
263,992,is-not-biased,90,gemma3:27b,
71,1622,is-biased,75,gemma3:27b,
67,678,is-not-biased,90,gemma3:27b,
271,993,is-not-biased,95,gemma3:27b,
119,1623,is-not-biased,90,gemma3:27b,
95,679,is-biased,75,gemma3:27b,
172,994,is-not-biased,95,gemma3:27b,
128,1624,is-not-biased,95,gemma3:27b,
42,680,is-not-biased,95,gemma3:27b,
259,995,is-biased,75,gemma3:27b,
123,1625,is-not-biased,90,gemma3:27b,
184,681,is-not-biased,95,gemma3:27b,
116,996,is-not-biased,90,gemma3:27b,
119,1627,is-not-biased,90,gemma3:27b,
131,997,is-biased,75,gemma3:27b,
33,998,is-not-biased,90,gemma3:27b,
210,683,is-not-biased,85,gemma3:27b,
119,1628,is-not-biased,90,gemma3:27b,
136,684,is-not-biased,95,gemma3:27b,
262,999,is-not-biased,90,gemma3:27b,
65,1629,is-biased,75,gemma3:27b,
65,685,is-biased,75,gemma3:27b,
157,1000,is-not-biased,90,gemma3:27b,
76,1630,is-not-biased,90,gemma3:27b,
145,686,is-biased,75,gemma3:27b,
141,1001,is-not-biased,90,gemma3:27b,
63,1631,is-not-biased,90,gemma3:27b,
2,687,is-not-biased,95,gemma3:27b,
136,1002,is-not-biased,95,gemma3:27b,
262,1632,is-not-biased,90,gemma3:27b,
165,688,is-not-biased,85,gemma3:27b,
105,1003,is-biased,75,gemma3:27b,
121,1633,is-not-biased,90,gemma3:27b,
241,689,is-not-biased,90,gemma3:27b,
126,1634,is-not-biased,95,gemma3:27b,
137,1004,is-not-biased,95,gemma3:27b,
169,1005,is-biased,75,gemma3:27b,
86,690,is-not-biased,95,gemma3:27b,
72,1635,is-not-biased,90,gemma3:27b,
219,691,is-not-biased,90,gemma3:27b,
0,1006,is-not-biased,90,gemma3:27b,
123,1636,is-not-biased,90,gemma3:27b,
244,692,is-not-biased,90,gemma3:27b,
266,1007,is-not-biased,85,gemma3:27b,
127,1637,is-not-biased,95,gemma3:27b,
183,693,is-not-biased,95,gemma3:27b,
95,1008,is-biased,75,gemma3:27b,
286,1638,is-not-biased,95,gemma3:27b,
28,694,is-not-biased,90,gemma3:27b,
112,1009,is-not-biased,85,gemma3:27b,
240,695,is-not-biased,95,gemma3:27b,
32,1639,is-not-biased,95,gemma3:27b,
119,1640,is-not-biased,90,gemma3:27b,
16,1010,is-not-biased,95,gemma3:27b,
49,696,is-not-biased,90,gemma3:27b,
94,1011,is-not-biased,90,gemma3:27b,
121,1641,is-not-biased,90,gemma3:27b,
142,697,is-not-biased,90,gemma3:27b,
101,1012,is-not-biased,90,gemma3:27b,
70,1642,is-not-biased,95,gemma3:27b,
98,698,is-not-biased,95,gemma3:27b,
38,1013,is-not-biased,90,gemma3:27b,
4,1643,is-not-biased,90,gemma3:27b,
144,699,is-not-biased,95,gemma3:27b,
187,1014,is-not-biased,95,gemma3:27b,
76,1644,is-not-biased,90,gemma3:27b,
202,700,is-not-biased,90,gemma3:27b,
215,1015,is-not-biased,95,gemma3:27b,
15,1645,is-not-biased,90,gemma3:27b,
102,701,is-biased,75,gemma3:27b,
262,1016,is-not-biased,90,gemma3:27b,
124,1646,is-not-biased,95,gemma3:27b,
266,702,is-not-biased,85,gemma3:27b,
230,1017,is-not-biased,95,gemma3:27b,
288,1647,is-biased,75,gemma3:27b,
103,703,is-not-biased,95,gemma3:27b,
111,1018,is-biased,85,gemma3:27b,
126,1648,is-not-biased,95,gemma3:27b,
197,704,is-biased,75,gemma3:27b,
108,1019,is-biased,75,gemma3:27b,
214,1649,is-biased,75,gemma3:27b,
94,705,is-not-biased,90,gemma3:27b,
205,1020,is-not-biased,90,gemma3:27b,
128,1650,is-not-biased,95,gemma3:27b,
218,706,is-not-biased,85,gemma3:27b,
243,1651,is-not-biased,95,gemma3:27b,
167,1021,is-not-biased,85,gemma3:27b,
166,707,is-not-biased,85,gemma3:27b,
122,1022,is-not-biased,85,gemma3:27b,
101,708,is-not-biased,90,gemma3:27b,
126,1652,is-not-biased,95,gemma3:27b,
213,1653,is-not-biased,90,gemma3:27b,
195,1023,is-not-biased,90,gemma3:27b,
70,709,is-not-biased,95,gemma3:27b,
151,1024,is-not-biased,95,gemma3:27b,
288,1654,is-biased,75,gemma3:27b,
128,710,is-not-biased,95,gemma3:27b,
9,1025,is-not-biased,85,gemma3:27b,
34,1655,is-not-biased,95,gemma3:27b,
157,711,is-not-biased,90,gemma3:27b,
281,1026,is-not-biased,95,gemma3:27b,
71,1656,is-biased,75,gemma3:27b,
146,712,is-not-biased,95,gemma3:27b,
161,1027,is-biased,75,gemma3:27b,
127,1657,is-not-biased,95,gemma3:27b,
277,713,is-not-biased,95,gemma3:27b,
86,1028,is-not-biased,95,gemma3:27b,
73,1658,is-biased,75,gemma3:27b,
197,714,is-biased,75,gemma3:27b,
77,1029,is-not-biased,95,gemma3:27b,
126,1659,is-not-biased,95,gemma3:27b,
188,715,is-biased,90,gemma3:27b,
237,1030,is-biased,75,gemma3:27b,
248,1660,is-not-biased,85,gemma3:27b,
123,716,is-not-biased,90,gemma3:27b,
205,1031,is-not-biased,90,gemma3:27b,
43,1661,is-not-biased,75,gemma3:27b,
33,717,is-not-biased,90,gemma3:27b,
275,1032,is-biased,75,gemma3:27b,
76,1662,is-not-biased,90,gemma3:27b,
104,718,is-not-biased,90,gemma3:27b,
162,1033,is-not-biased,85,gemma3:27b,
128,1663,is-not-biased,95,gemma3:27b,
101,719,is-not-biased,90,gemma3:27b,
145,1034,is-biased,75,gemma3:27b,
175,1664,is-not-biased,85,gemma3:27b,
210,720,is-not-biased,85,gemma3:27b,
132,1035,is-biased,75,gemma3:27b,
118,1665,is-not-biased,90,gemma3:27b,
101,1036,is-not-biased,90,gemma3:27b,
143,721,is-biased,75,gemma3:27b,
15,1666,is-not-biased,90,gemma3:27b,
278,722,is-not-biased,85,gemma3:27b,
159,1037,is-biased,75,gemma3:27b,
125,1667,is-not-biased,85,gemma3:27b,
244,723,is-not-biased,85,gemma3:27b,
244,1038,is-not-biased,90,gemma3:27b,
288,1668,is-biased,75,gemma3:27b,
63,724,is-not-biased,90,gemma3:27b,
119,1039,is-not-biased,90,gemma3:27b,
263,1669,is-not-biased,90,gemma3:27b,
152,221,is-biased,75,gemma3:27b,
84,536,is-not-biased,85,gemma3:27b,
125,851,is-not-biased,85,gemma3:27b,
265,1922,is-biased,75,gemma3:27b,
47,2111,is-biased,75,gemma3:27b,
90,222,is-not-biased,85,gemma3:27b,
168,537,is-not-biased,85,gemma3:27b,
51,852,is-biased,75,gemma3:27b,
195,1923,is-not-biased,85,gemma3:27b,
110,2112,is-not-biased,85,gemma3:27b,
72,223,is-not-biased,90,gemma3:27b,
256,538,is-biased,75,gemma3:27b,
141,853,is-not-biased,90,gemma3:27b,
58,1924,is-biased,75,gemma3:27b,
192,2113,is-not-biased,85,gemma3:27b,
256,224,is-biased,75,gemma3:27b,
148,539,is-not-biased,95,gemma3:27b,
244,854,is-not-biased,90,gemma3:27b,
115,1925,is-not-biased,95,gemma3:27b,
114,2114,is-not-biased,95,gemma3:27b,
167,225,is-not-biased,85,gemma3:27b,
7,540,is-not-biased,85,gemma3:27b,
242,855,is-not-biased,85,gemma3:27b,
111,1926,is-biased,85,gemma3:27b,
112,2115,is-not-biased,85,gemma3:27b,
123,226,is-not-biased,90,gemma3:27b,
182,541,is-not-biased,85,gemma3:27b,
25,856,is-not-biased,85,gemma3:27b,
116,1927,is-not-biased,90,gemma3:27b,
193,2116,is-not-biased,95,gemma3:27b,
97,227,is-not-biased,95,gemma3:27b,
142,542,is-not-biased,90,gemma3:27b,
6,857,is-not-biased,90,gemma3:27b,
193,1928,is-not-biased,95,gemma3:27b,
114,2117,is-not-biased,95,gemma3:27b,
111,228,is-biased,85,gemma3:27b,
111,543,is-biased,85,gemma3:27b,
152,858,is-biased,75,gemma3:27b,
62,1929,is-not-biased,85,gemma3:27b,
114,2118,is-not-biased,95,gemma3:27b,
13,229,is-not-biased,85,gemma3:27b,
123,544,is-not-biased,90,gemma3:27b,
106,859,is-not-biased,90,gemma3:27b,
19,1930,is-not-biased,95,gemma3:27b,
110,2119,is-not-biased,85,gemma3:27b,
57,230,is-not-biased,95,gemma3:27b,
193,545,is-not-biased,95,gemma3:27b,
227,860,is-not-biased,95,gemma3:27b,
27,1931,is-not-biased,85,gemma3:27b,
222,2120,is-not-biased,95,gemma3:27b,
115,231,is-not-biased,95,gemma3:27b,
268,546,is-not-biased,90,gemma3:27b,
262,861,is-not-biased,90,gemma3:27b,
215,1932,is-not-biased,95,gemma3:27b,
193,2121,is-not-biased,95,gemma3:27b,
165,232,is-not-biased,85,gemma3:27b,
116,547,is-not-biased,90,gemma3:27b,
141,862,is-not-biased,90,gemma3:27b,
51,2122,is-biased,75,gemma3:27b,
110,1933,is-not-biased,85,gemma3:27b,
271,233,is-not-biased,95,gemma3:27b,
272,548,is-not-biased,85,gemma3:27b,
10,863,is-not-biased,95,gemma3:27b,
268,1934,is-not-biased,90,gemma3:27b,
115,2123,is-not-biased,95,gemma3:27b,
89,234,is-not-biased,85,gemma3:27b,
36,549,is-not-biased,95,gemma3:27b,
266,864,is-not-biased,85,gemma3:27b,
110,1935,is-not-biased,85,gemma3:27b,
110,2124,is-not-biased,85,gemma3:27b,
81,235,is-not-biased,95,gemma3:27b,
105,550,is-biased,75,gemma3:27b,
242,865,is-not-biased,85,gemma3:27b,
195,1936,is-not-biased,90,gemma3:27b,
193,2125,is-not-biased,95,gemma3:27b,
204,236,is-biased,75,gemma3:27b,
6,551,is-not-biased,90,gemma3:27b,
1,866,is-not-biased,85,gemma3:27b,
16,1937,is-not-biased,95,gemma3:27b,
114,2126,is-not-biased,95,gemma3:27b,
246,552,is-not-biased,90,gemma3:27b,
133,237,is-not-biased,85,gemma3:27b,
33,867,is-not-biased,90,gemma3:27b,
62,1938,is-not-biased,85,gemma3:27b,
50,2127,is-biased,75,gemma3:27b,
284,2,is-biased,75,gemma3:27b,
116,238,is-not-biased,90,gemma3:27b,
94,553,is-not-biased,90,gemma3:27b,
220,868,is-not-biased,95,gemma3:27b,
28,1939,is-not-biased,90,gemma3:27b,
59,2128,is-not-biased,85,gemma3:27b,
242,239,is-not-biased,85,gemma3:27b,
127,869,is-not-biased,95,gemma3:27b,
120,554,is-not-biased,85,gemma3:27b,
113,1940,is-not-biased,90,gemma3:27b,
112,2129,is-not-biased,85,gemma3:27b,
50,240,is-biased,75,gemma3:27b,
193,555,is-not-biased,95,gemma3:27b,
169,870,is-biased,75,gemma3:27b,
211,1941,is-not-biased,90,gemma3:27b,
192,2130,is-not-biased,85,gemma3:27b,
157,0,is-not-biased,90,gemma3:27b,
155,241,is-not-biased,95,gemma3:27b,
25,556,is-not-biased,85,gemma3:27b,
14,871,is-not-biased,85,gemma3:27b,
112,1942,is-not-biased,85,gemma3:27b,
278,2131,is-biased,75,gemma3:27b,
151,242,is-not-biased,95,gemma3:27b,
274,557,is-biased,75,gemma3:27b,
276,872,is-not-biased,85,gemma3:27b,
278,1943,is-biased,75,gemma3:27b,
193,2132,is-not-biased,95,gemma3:27b,
160,243,is-biased,75,gemma3:27b,
145,873,is-biased,75,gemma3:27b,
100,558,is-not-biased,85,gemma3:27b,
115,1944,is-not-biased,95,gemma3:27b,
112,2133,is-not-biased,85,gemma3:27b,
172,244,is-not-biased,95,gemma3:27b,
131,559,is-biased,75,gemma3:27b,
136,874,is-not-biased,95,gemma3:27b,
111,1945,is-biased,85,gemma3:27b,
54,2134,is-not-biased,90,gemma3:27b,
153,245,is-not-biased,95,gemma3:27b,
196,560,is-biased,75,gemma3:27b,
110,875,is-not-biased,85,gemma3:27b,
215,1946,is-not-biased,95,gemma3:27b,
54,2135,is-not-biased,90,gemma3:27b,
240,246,is-not-biased,95,gemma3:27b,
155,561,is-not-biased,95,gemma3:27b,
194,876,is-not-biased,95,gemma3:27b,
50,1947,is-biased,75,gemma3:27b,
276,2136,is-not-biased,85,gemma3:27b,
243,247,is-not-biased,95,gemma3:27b,
103,562,is-not-biased,95,gemma3:27b,
231,877,is-not-biased,95,gemma3:27b,
115,1948,is-not-biased,95,gemma3:27b,
114,2137,is-not-biased,95,gemma3:27b,
170,248,is-not-biased,95,gemma3:27b,
253,563,is-biased,75,gemma3:27b,
127,878,is-not-biased,95,gemma3:27b,
238,1949,is-not-biased,95,gemma3:27b,
50,2138,is-biased,75,gemma3:27b,
101,249,is-not-biased,90,gemma3:27b,
71,564,is-biased,75,gemma3:27b,
146,879,is-not-biased,95,gemma3:27b,
58,1950,is-biased,75,gemma3:27b,
193,2139,is-not-biased,95,gemma3:27b,
186,250,is-biased,75,gemma3:27b,
169,565,is-biased,75,gemma3:27b,
161,880,is-biased,75,gemma3:27b,
54,1951,is-not-biased,90,gemma3:27b,
268,2140,is-not-biased,90,gemma3:27b,
98,3,is-not-biased,95,gemma3:27b,
248,251,is-not-biased,85,gemma3:27b,
102,566,is-not-biased,85,gemma3:27b,
274,881,is-biased,75,gemma3:27b,
193,1952,is-not-biased,95,gemma3:27b,
111,2141,is-biased,85,gemma3:27b,
253,252,is-biased,75,gemma3:27b,
101,567,is-not-biased,90,gemma3:27b,
152,882,is-biased,75,gemma3:27b,
192,1953,is-not-biased,85,gemma3:27b,
193,2142,is-not-biased,95,gemma3:27b,
230,1,is-not-biased,95,gemma3:27b,
246,253,is-not-biased,90,gemma3:27b,
169,568,is-biased,75,gemma3:27b,
88,883,is-not-biased,90,gemma3:27b,
113,1954,is-not-biased,85,gemma3:27b,
51,2143,is-biased,75,gemma3:27b,
181,254,is-not-biased,90,gemma3:27b,
126,569,is-not-biased,95,gemma3:27b,
39,884,is-not-biased,90,gemma3:27b,
19,1955,is-not-biased,95,gemma3:27b,
211,2144,is-not-biased,90,gemma3:27b,
199,255,is-biased,75,gemma3:27b,
154,570,is-not-biased,90,gemma3:27b,
211,885,is-not-biased,90,gemma3:27b,
112,1956,is-not-biased,85,gemma3:27b,
28,2145,is-not-biased,90,gemma3:27b,
255,4,is-biased,75,gemma3:27b,
284,256,is-biased,75,gemma3:27b,
36,571,is-not-biased,95,gemma3:27b,
257,886,is-not-biased,95,gemma3:27b,
51,1957,is-biased,75,gemma3:27b,
115,2146,is-not-biased,95,gemma3:27b,
262,5,is-not-biased,90,gemma3:27b,
154,257,is-not-biased,90,gemma3:27b,
121,572,is-not-biased,90,gemma3:27b,
213,887,is-not-biased,90,gemma3:27b,
276,1958,is-not-biased,85,gemma3:27b,
28,2147,is-not-biased,90,gemma3:27b,
180,6,is-not-biased,90,gemma3:27b,
240,258,is-not-biased,95,gemma3:27b,
142,573,is-not-biased,90,gemma3:27b,
101,888,is-not-biased,90,gemma3:27b,
45,1959,is-biased,75,gemma3:27b,
114,2148,is-not-biased,95,gemma3:27b,
136,7,is-not-biased,95,gemma3:27b,
63,259,is-not-biased,90,gemma3:27b,
154,889,is-not-biased,90,gemma3:27b,
160,574,is-biased,75,gemma3:27b,
192,2149,is-not-biased,85,gemma3:27b,
110,1960,is-not-biased,85,gemma3:27b,
121,260,is-not-biased,90,gemma3:27b,
171,8,is-not-biased,85,gemma3:27b,
157,575,is-not-biased,90,gemma3:27b,
88,890,is-not-biased,90,gemma3:27b,
113,1961,is-not-biased,90,gemma3:27b,
113,2150,is-not-biased,85,gemma3:27b,
279,9,is-not-biased,85,gemma3:27b,
72,261,is-not-biased,90,gemma3:27b,
104,576,is-not-biased,90,gemma3:27b,
262,891,is-not-biased,90,gemma3:27b,
211,1962,is-not-biased,90,gemma3:27b,
114,2151,is-not-biased,95,gemma3:27b,
227,10,is-not-biased,95,gemma3:27b,
279,262,is-not-biased,85,gemma3:27b,
272,577,is-not-biased,85,gemma3:27b,
77,892,is-not-biased,95,gemma3:27b,
59,1963,is-not-biased,85,gemma3:27b,
205,2152,is-not-biased,90,gemma3:27b,
57,11,is-not-biased,95,gemma3:27b,
180,263,is-not-biased,90,gemma3:27b,
101,578,is-not-biased,90,gemma3:27b,
194,893,is-not-biased,95,gemma3:27b,
115,1964,is-not-biased,95,gemma3:27b,
110,2153,is-not-biased,85,gemma3:27b,
210,12,is-not-biased,85,gemma3:27b,
25,264,is-not-biased,85,gemma3:27b,
64,579,is-not-biased,85,gemma3:27b,
245,894,is-biased,75,gemma3:27b,
112,1965,is-not-biased,85,gemma3:27b,
115,2154,is-not-biased,95,gemma3:27b,
58,265,is-biased,75,gemma3:27b,
98,13,is-not-biased,95,gemma3:27b,
160,895,is-biased,75,gemma3:27b,
110,580,is-not-biased,85,gemma3:27b,
27,1966,is-not-biased,85,gemma3:27b,
114,2155,is-not-biased,95,gemma3:27b,
271,14,is-not-biased,95,gemma3:27b,
145,266,is-biased,75,gemma3:27b,
168,581,is-not-biased,85,gemma3:27b,
76,896,is-not-biased,90,gemma3:27b,
211,2156,is-not-biased,90,gemma3:27b,
13,1967,is-not-biased,85,gemma3:27b,
141,267,is-not-biased,90,gemma3:27b,
112,15,is-not-biased,85,gemma3:27b,
118,582,is-not-biased,85,gemma3:27b,
206,897,is-not-biased,95,gemma3:27b,
111,1968,is-biased,85,gemma3:27b,
51,2157,is-biased,75,gemma3:27b,
112,16,is-not-biased,85,gemma3:27b,
59,268,is-not-biased,85,gemma3:27b,
167,583,is-not-biased,85,gemma3:27b,
165,898,is-not-biased,85,gemma3:27b,
59,1969,is-not-biased,85,gemma3:27b,
110,2158,is-not-biased,85,gemma3:27b,
71,17,is-biased,75,gemma3:27b,
128,269,is-not-biased,95,gemma3:27b,
8,584,is-not-biased,90,gemma3:27b,
284,899,is-biased,75,gemma3:27b,
2,1970,is-not-biased,95,gemma3:27b,
62,2159,is-not-biased,85,gemma3:27b,
152,18,is-biased,75,gemma3:27b,
277,270,is-not-biased,95,gemma3:27b,
160,585,is-biased,75,gemma3:27b,
172,900,is-not-biased,95,gemma3:27b,
116,1971,is-not-biased,90,gemma3:27b,
113,2160,is-not-biased,85,gemma3:27b,
145,19,is-biased,75,gemma3:27b,
131,271,is-biased,75,gemma3:27b,
20,586,is-not-biased,90,gemma3:27b,
110,901,is-not-biased,85,gemma3:27b,
111,1972,is-biased,85,gemma3:27b,
110,2161,is-not-biased,85,gemma3:27b,
20,20,is-not-biased,90,gemma3:27b,
94,272,is-not-biased,90,gemma3:27b,
111,587,is-biased,85,gemma3:27b,
132,902,is-biased,75,gemma3:27b,
115,1973,is-not-biased,95,gemma3:27b,
112,2162,is-not-biased,85,gemma3:27b,
123,21,is-not-biased,90,gemma3:27b,
138,588,is-not-biased,85,gemma3:27b,
157,273,is-not-biased,90,gemma3:27b,
192,903,is-not-biased,85,gemma3:27b,
45,1974,is-biased,75,gemma3:27b,
123,22,is-not-biased,90,gemma3:27b,
110,2163,is-not-biased,85,gemma3:27b,
277,589,is-not-biased,95,gemma3:27b,
208,274,is-not-biased,95,gemma3:27b,
263,904,is-not-biased,90,gemma3:27b,
112,1975,is-not-biased,85,gemma3:27b,
114,2164,is-not-biased,95,gemma3:27b,
144,23,is-not-biased,95,gemma3:27b,
262,275,is-not-biased,90,gemma3:27b,
125,590,is-not-biased,85,gemma3:27b,
57,1976,is-not-biased,95,gemma3:27b,
233,905,is-not-biased,85,gemma3:27b,
115,2165,is-not-biased,95,gemma3:27b,
169,24,is-biased,75,gemma3:27b,
92,276,is-not-biased,95,gemma3:27b,
71,591,is-biased,75,gemma3:27b,
269,1977,is-not-biased,95,gemma3:27b,
280,906,is-not-biased,90,gemma3:27b,
116,2166,is-not-biased,90,gemma3:27b,
175,33,is-not-biased,85,gemma3:27b,
227,277,is-not-biased,95,gemma3:27b,
150,592,is-not-biased,85,gemma3:27b,
238,907,is-not-biased,95,gemma3:27b,
259,1978,is-biased,75,gemma3:27b,
58,2167,is-biased,75,gemma3:27b,
87,25,is-biased,75,gemma3:27b,
141,278,is-not-biased,90,gemma3:27b,
211,593,is-not-biased,90,gemma3:27b,
203,908,is-not-biased,95,gemma3:27b,
211,1979,is-not-biased,90,gemma3:27b,
222,2168,is-not-biased,95,gemma3:27b,
163,26,is-not-biased,95,gemma3:27b,
279,279,is-not-biased,85,gemma3:27b,
233,594,is-not-biased,90,gemma3:27b,
158,909,is-not-biased,95,gemma3:27b,
245,1980,is-biased,75,gemma3:27b,
259,2169,is-biased,85,gemma3:27b,
132,27,is-biased,75,gemma3:27b,
152,280,is-biased,75,gemma3:27b,
182,595,is-not-biased,85,gemma3:27b,
33,910,is-not-biased,90,gemma3:27b,
114,1981,is-not-biased,95,gemma3:27b,
36,2170,is-not-biased,95,gemma3:27b,
203,28,is-not-biased,95,gemma3:27b,
287,281,is-biased,75,gemma3:27b,
25,596,is-not-biased,85,gemma3:27b,
122,911,is-not-biased,85,gemma3:27b,
54,1982,is-not-biased,90,gemma3:27b,
54,2171,is-not-biased,90,gemma3:27b,
115,29,is-not-biased,95,gemma3:27b,
98,282,is-not-biased,95,gemma3:27b,
277,597,is-not-biased,95,gemma3:27b,
120,912,is-biased,75,gemma3:27b,
110,1983,is-not-biased,85,gemma3:27b,
48,2172,is-biased,75,gemma3:27b,
20,30,is-not-biased,90,gemma3:27b,
130,283,is-biased,75,gemma3:27b,
192,598,is-not-biased,85,gemma3:27b,
133,913,is-not-biased,85,gemma3:27b,
19,1984,is-not-biased,95,gemma3:27b,
58,2173,is-biased,75,gemma3:27b,
229,95,is-not-biased,85,gemma3:27b,
221,1292,is-not-biased,95,gemma3:27b,
99,96,is-not-biased,95,gemma3:27b,
136,1481,is-not-biased,95,gemma3:27b,
103,1293,is-not-biased,95,gemma3:27b,
81,1482,is-not-biased,95,gemma3:27b,
19,1294,is-not-biased,95,gemma3:27b,
177,97,is-not-biased,90,gemma3:27b,
159,98,is-biased,75,gemma3:27b,
10,1483,is-not-biased,95,gemma3:27b,
160,1295,is-biased,75,gemma3:27b,
