article_id,index,llm_assessment,llm_confidence,llm_model,llm_error
34,1484,is-not-biased,95,gemma3:27b,
221,99,is-not-biased,95,gemma3:27b,
223,1296,is-not-biased,90,gemma3:27b,
133,1485,is-not-biased,85,gemma3:27b,
136,100,is-not-biased,95,gemma3:27b,
141,1297,is-not-biased,90,gemma3:27b,
21,1486,is-not-biased,90,gemma3:27b,
106,101,is-not-biased,90,gemma3:27b,
171,1298,is-not-biased,85,gemma3:27b,
267,1487,is-not-biased,95,gemma3:27b,
157,102,is-not-biased,90,gemma3:27b,
157,1299,is-not-biased,90,gemma3:27b,
137,1488,is-not-biased,95,gemma3:27b,
123,103,is-not-biased,90,gemma3:27b,
136,1489,is-not-biased,95,gemma3:27b,
20,1300,is-not-biased,90,gemma3:27b,
2,104,is-not-biased,95,gemma3:27b,
154,1301,is-not-biased,90,gemma3:27b,
80,1490,is-biased,75,gemma3:27b,
59,105,is-not-biased,85,gemma3:27b,
235,1302,is-not-biased,95,gemma3:27b,
74,1491,is-not-biased,85,gemma3:27b,
140,1303,is-not-biased,85,gemma3:27b,
187,106,is-not-biased,95,gemma3:27b,
131,1492,is-biased,75,gemma3:27b,
69,107,is-not-biased,85,gemma3:27b,
169,1304,is-biased,75,gemma3:27b,
74,1493,is-not-biased,85,gemma3:27b,
128,108,is-not-biased,95,gemma3:27b,
70,1305,is-not-biased,95,gemma3:27b,
133,1494,is-not-biased,85,gemma3:27b,
13,109,is-not-biased,85,gemma3:27b,
63,1306,is-not-biased,90,gemma3:27b,
29,1495,is-not-biased,90,gemma3:27b,
7,110,is-not-biased,85,gemma3:27b,
5,1307,is-not-biased,85,gemma3:27b,
130,1496,is-biased,75,gemma3:27b,
160,111,is-biased,75,gemma3:27b,
38,1308,is-not-biased,90,gemma3:27b,
132,1497,is-biased,75,gemma3:27b,
92,112,is-not-biased,95,gemma3:27b,
209,1309,is-not-biased,90,gemma3:27b,
131,1498,is-biased,75,gemma3:27b,
208,113,is-not-biased,95,gemma3:27b,
24,1310,is-not-biased,95,gemma3:27b,
179,1499,is-biased,75,gemma3:27b,
130,114,is-biased,75,gemma3:27b,
240,1311,is-not-biased,95,gemma3:27b,
258,1500,is-not-biased,95,gemma3:27b,
116,115,is-not-biased,90,gemma3:27b,
101,1312,is-not-biased,90,gemma3:27b,
14,1501,is-not-biased,85,gemma3:27b,
69,116,is-not-biased,85,gemma3:27b,
178,1313,is-not-biased,90,gemma3:27b,
80,1502,is-not-biased,85,gemma3:27b,
60,117,is-not-biased,85,gemma3:27b,
65,1314,is-biased,75,gemma3:27b,
10,1503,is-not-biased,95,gemma3:27b,
181,118,is-not-biased,90,gemma3:27b,
239,1315,is-not-biased,90,gemma3:27b,
29,1504,is-not-biased,90,gemma3:27b,
163,119,is-not-biased,95,gemma3:27b,
184,1316,is-not-biased,95,gemma3:27b,
242,1505,is-not-biased,85,gemma3:27b,
95,120,is-biased,75,gemma3:27b,
69,1317,is-not-biased,85,gemma3:27b,
75,1506,is-not-biased,95,gemma3:27b,
235,121,is-not-biased,95,gemma3:27b,
105,1318,is-biased,75,gemma3:27b,
208,1507,is-not-biased,95,gemma3:27b,
156,122,is-not-biased,95,gemma3:27b,
195,1319,is-not-biased,90,gemma3:27b,
43,1508,is-not-biased,75,gemma3:27b,
7,123,is-not-biased,85,gemma3:27b,
189,1320,is-not-biased,90,gemma3:27b,
129,1509,is-not-biased,95,gemma3:27b,
277,124,is-not-biased,95,gemma3:27b,
112,1321,is-not-biased,85,gemma3:27b,
132,1510,is-biased,75,gemma3:27b,
161,125,is-biased,75,gemma3:27b,
76,1322,is-not-biased,90,gemma3:27b,
258,1511,is-not-biased,95,gemma3:27b,
146,126,is-not-biased,95,gemma3:27b,
98,1323,is-not-biased,95,gemma3:27b,
130,1512,is-biased,75,gemma3:27b,
211,127,is-not-biased,90,gemma3:27b,
61,1324,is-not-biased,85,gemma3:27b,
182,1513,is-not-biased,85,gemma3:27b,
197,128,is-biased,75,gemma3:27b,
128,1325,is-not-biased,95,gemma3:27b,
74,1514,is-not-biased,85,gemma3:27b,
123,129,is-not-biased,90,gemma3:27b,
213,1326,is-not-biased,90,gemma3:27b,
132,1515,is-biased,75,gemma3:27b,
119,130,is-not-biased,90,gemma3:27b,
22,1327,is-not-biased,95,gemma3:27b,
133,1516,is-not-biased,85,gemma3:27b,
69,131,is-not-biased,85,gemma3:27b,
283,1328,is-biased,75,gemma3:27b,
236,1517,is-not-biased,95,gemma3:27b,
247,132,is-not-biased,90,gemma3:27b,
90,1329,is-not-biased,85,gemma3:27b,
208,1518,is-not-biased,95,gemma3:27b,
142,133,is-not-biased,90,gemma3:27b,
284,1330,is-biased,75,gemma3:27b,
136,1519,is-not-biased,95,gemma3:27b,
5,134,is-not-biased,85,gemma3:27b,
34,1331,is-not-biased,95,gemma3:27b,
14,1520,is-not-biased,85,gemma3:27b,
224,135,is-not-biased,85,gemma3:27b,
136,1521,is-not-biased,95,gemma3:27b,
40,1332,is-not-biased,85,gemma3:27b,
50,1333,is-biased,75,gemma3:27b,
272,136,is-not-biased,85,gemma3:27b,
178,137,is-not-biased,90,gemma3:27b,
129,1522,is-not-biased,95,gemma3:27b,
181,138,is-not-biased,90,gemma3:27b,
130,1335,is-biased,75,gemma3:27b,
132,1524,is-biased,75,gemma3:27b,
263,139,is-not-biased,90,gemma3:27b,
130,1525,is-biased,75,gemma3:27b,
279,1336,is-not-biased,85,gemma3:27b,
121,140,is-not-biased,90,gemma3:27b,
20,1337,is-not-biased,90,gemma3:27b,
80,1526,is-biased,75,gemma3:27b,
129,141,is-not-biased,95,gemma3:27b,
179,1338,is-biased,75,gemma3:27b,
137,1527,is-not-biased,95,gemma3:27b,
123,142,is-not-biased,90,gemma3:27b,
105,1339,is-biased,75,gemma3:27b,
133,1528,is-not-biased,85,gemma3:27b,
86,143,is-not-biased,95,gemma3:27b,
186,1340,is-biased,75,gemma3:27b,
14,1529,is-not-biased,85,gemma3:27b,
184,144,is-not-biased,95,gemma3:27b,
210,1341,is-not-biased,85,gemma3:27b,
262,1530,is-not-biased,90,gemma3:27b,
185,145,is-biased,75,gemma3:27b,
235,1342,is-not-biased,95,gemma3:27b,
236,1531,is-not-biased,95,gemma3:27b,
160,146,is-biased,75,gemma3:27b,
22,1343,is-not-biased,95,gemma3:27b,
133,1532,is-not-biased,85,gemma3:27b,
237,147,is-biased,75,gemma3:27b,
140,1344,is-not-biased,85,gemma3:27b,
129,1533,is-not-biased,95,gemma3:27b,
141,148,is-not-biased,90,gemma3:27b,
169,1345,is-biased,75,gemma3:27b,
208,1534,is-not-biased,95,gemma3:27b,
141,149,is-not-biased,90,gemma3:27b,
166,1346,is-not-biased,85,gemma3:27b,
161,150,is-biased,75,gemma3:27b,
129,1535,is-not-biased,95,gemma3:27b,
148,1347,is-not-biased,95,gemma3:27b,
129,1536,is-not-biased,95,gemma3:27b,
179,152,is-biased,75,gemma3:27b,
121,153,is-not-biased,90,gemma3:27b,
249,1538,is-not-biased,95,gemma3:27b,
203,1350,is-not-biased,95,gemma3:27b,
129,1539,is-not-biased,95,gemma3:27b,
66,154,is-not-biased,85,gemma3:27b,
134,1351,is-not-biased,85,gemma3:27b,
267,1540,is-not-biased,95,gemma3:27b,
223,155,is-not-biased,90,gemma3:27b,
81,1352,is-not-biased,95,gemma3:27b,
131,1541,is-biased,75,gemma3:27b,
180,156,is-not-biased,90,gemma3:27b,
11,1353,is-biased,75,gemma3:27b,
248,1542,is-not-biased,85,gemma3:27b,
211,157,is-not-biased,90,gemma3:27b,
115,1354,is-not-biased,95,gemma3:27b,
24,1543,is-not-biased,95,gemma3:27b,
123,410,is-not-biased,90,gemma3:27b,
231,725,is-not-biased,95,gemma3:27b,
79,1040,is-not-biased,100,gemma3:27b,
95,1355,is-biased,75,gemma3:27b,
70,1670,is-not-biased,95,gemma3:27b,
113,1796,is-not-biased,90,gemma3:27b,
205,1167,is-not-biased,90,gemma3:27b,
100,32,is-not-biased,85,gemma3:27b,
175,411,is-not-biased,85,gemma3:27b,
58,726,is-biased,75,gemma3:27b,
115,1041,is-not-biased,95,gemma3:27b,
89,1356,is-not-biased,85,gemma3:27b,
286,1671,is-not-biased,95,gemma3:27b,
205,1797,is-not-biased,90,gemma3:27b,
22,1042,is-not-biased,95,gemma3:27b,
157,1168,is-not-biased,90,gemma3:27b,
168,34,is-not-biased,85,gemma3:27b,
118,412,is-not-biased,85,gemma3:27b,
150,727,is-not-biased,85,gemma3:27b,
10,1357,is-not-biased,95,gemma3:27b,
74,1672,is-not-biased,85,gemma3:27b,
276,1798,is-not-biased,85,gemma3:27b,
157,1043,is-not-biased,90,gemma3:27b,
82,1169,is-biased,75,gemma3:27b,
48,35,is-biased,75,gemma3:27b,
151,413,is-not-biased,95,gemma3:27b,
80,728,is-biased,75,gemma3:27b,
20,1358,is-not-biased,90,gemma3:27b,
119,1673,is-not-biased,90,gemma3:27b,
205,1799,is-not-biased,90,gemma3:27b,
180,1044,is-not-biased,90,gemma3:27b,
94,1170,is-not-biased,90,gemma3:27b,
7,36,is-not-biased,85,gemma3:27b,
224,729,is-not-biased,85,gemma3:27b,
76,414,is-not-biased,90,gemma3:27b,
233,1359,is-not-biased,90,gemma3:27b,
122,1674,is-not-biased,85,gemma3:27b,
50,1800,is-biased,75,gemma3:27b,
122,1045,is-not-biased,85,gemma3:27b,
2,1171,is-not-biased,95,gemma3:27b,
230,37,is-not-biased,95,gemma3:27b,
197,415,is-biased,75,gemma3:27b,
173,730,is-biased,75,gemma3:27b,
59,1360,is-not-biased,85,gemma3:27b,
122,1675,is-not-biased,85,gemma3:27b,
265,1801,is-biased,75,gemma3:27b,
174,1172,is-biased,75,gemma3:27b,
258,1046,is-not-biased,95,gemma3:27b,
98,38,is-not-biased,95,gemma3:27b,
266,416,is-not-biased,85,gemma3:27b,
88,731,is-not-biased,90,gemma3:27b,
78,1361,is-not-biased,85,gemma3:27b,
30,1802,is-not-biased,95,gemma3:27b,
118,1676,is-not-biased,90,gemma3:27b,
213,1173,is-not-biased,90,gemma3:27b,
143,1047,is-biased,75,gemma3:27b,
152,39,is-biased,75,gemma3:27b,
99,417,is-not-biased,95,gemma3:27b,
87,1362,is-biased,75,gemma3:27b,
78,732,is-not-biased,85,gemma3:27b,
262,1677,is-not-biased,90,gemma3:27b,
205,1803,is-not-biased,90,gemma3:27b,
265,1048,is-biased,75,gemma3:27b,
230,1174,is-not-biased,95,gemma3:27b,
262,40,is-not-biased,90,gemma3:27b,
3,418,is-not-biased,95,gemma3:27b,
173,733,is-biased,75,gemma3:27b,
157,1363,is-not-biased,90,gemma3:27b,
66,1678,is-not-biased,85,gemma3:27b,
212,1804,is-biased,75,gemma3:27b,
151,1049,is-not-biased,95,gemma3:27b,
43,1175,is-not-biased,75,gemma3:27b,
270,41,is-not-biased,90,gemma3:27b,
144,419,is-not-biased,95,gemma3:27b,
127,734,is-not-biased,95,gemma3:27b,
147,1364,is-not-biased,95,gemma3:27b,
192,1679,is-not-biased,85,gemma3:27b,
116,1805,is-not-biased,90,gemma3:27b,
204,1050,is-biased,75,gemma3:27b,
13,1176,is-not-biased,85,gemma3:27b,
223,42,is-not-biased,90,gemma3:27b,
156,420,is-not-biased,95,gemma3:27b,
149,735,is-not-biased,95,gemma3:27b,
174,1365,is-biased,75,gemma3:27b,
57,1806,is-not-biased,95,gemma3:27b,
268,1680,is-not-biased,90,gemma3:27b,
136,1177,is-not-biased,95,gemma3:27b,
153,1051,is-not-biased,95,gemma3:27b,
139,421,is-biased,75,gemma3:27b,
208,43,is-not-biased,95,gemma3:27b,
86,736,is-not-biased,95,gemma3:27b,
245,1366,is-biased,75,gemma3:27b,
193,1807,is-not-biased,95,gemma3:27b,
110,1681,is-not-biased,85,gemma3:27b,
277,1052,is-not-biased,95,gemma3:27b,
129,1178,is-not-biased,95,gemma3:27b,
76,44,is-not-biased,90,gemma3:27b,
233,422,is-not-biased,90,gemma3:27b,
126,737,is-not-biased,95,gemma3:27b,
7,1367,is-not-biased,85,gemma3:27b,
278,1682,is-biased,75,gemma3:27b,
116,1808,is-not-biased,90,gemma3:27b,
92,1053,is-not-biased,95,gemma3:27b,
65,1179,is-biased,75,gemma3:27b,
9,45,is-not-biased,85,gemma3:27b,
200,423,is-not-biased,95,gemma3:27b,
156,738,is-not-biased,95,gemma3:27b,
128,1368,is-not-biased,95,gemma3:27b,
47,1809,is-not-biased,75,gemma3:27b,
51,1683,is-biased,75,gemma3:27b,
130,1180,is-biased,75,gemma3:27b,
22,1054,is-not-biased,95,gemma3:27b,
143,46,is-biased,75,gemma3:27b,
62,424,is-not-biased,85,gemma3:27b,
74,1369,is-not-biased,85,gemma3:27b,
3,739,is-not-biased,95,gemma3:27b,
19,1684,is-not-biased,95,gemma3:27b,
265,1810,is-biased,75,gemma3:27b,
7,47,is-not-biased,85,gemma3:27b,
142,1055,is-not-biased,90,gemma3:27b,
146,425,is-not-biased,95,gemma3:27b,
136,740,is-not-biased,95,gemma3:27b,
101,1181,is-not-biased,90,gemma3:27b,
154,1370,is-not-biased,90,gemma3:27b,
192,1685,is-not-biased,85,gemma3:27b,
268,1811,is-not-biased,90,gemma3:27b,
271,48,is-not-biased,95,gemma3:27b,
208,1056,is-not-biased,95,gemma3:27b,
102,741,is-not-biased,75,gemma3:27b,
22,426,is-not-biased,95,gemma3:27b,
118,1182,is-not-biased,85,gemma3:27b,
184,1371,is-not-biased,95,gemma3:27b,
52,1686,is-not-biased,85,gemma3:27b,
110,1812,is-not-biased,85,gemma3:27b,
262,1057,is-not-biased,90,gemma3:27b,
133,49,is-not-biased,85,gemma3:27b,
130,427,is-biased,75,gemma3:27b,
113,742,is-not-biased,90,gemma3:27b,
140,1183,is-not-biased,85,gemma3:27b,
145,1372,is-biased,75,gemma3:27b,
110,1687,is-not-biased,85,gemma3:27b,
192,1813,is-not-biased,85,gemma3:27b,
59,1058,is-not-biased,85,gemma3:27b,
274,50,is-biased,75,gemma3:27b,
161,428,is-biased,75,gemma3:27b,
106,743,is-not-biased,90,gemma3:27b,
226,1184,is-not-biased,95,gemma3:27b,
284,1373,is-biased,75,gemma3:27b,
114,1688,is-not-biased,95,gemma3:27b,
195,1814,is-not-biased,90,gemma3:27b,
123,51,is-not-biased,90,gemma3:27b,
82,744,is-biased,75,gemma3:27b,
134,429,is-not-biased,85,gemma3:27b,
110,1059,is-not-biased,85,gemma3:27b,
158,1185,is-not-biased,95,gemma3:27b,
76,1374,is-not-biased,90,gemma3:27b,
58,1689,is-biased,75,gemma3:27b,
265,1815,is-biased,75,gemma3:27b,
130,52,is-biased,75,gemma3:27b,
212,430,is-biased,75,gemma3:27b,
230,745,is-not-biased,95,gemma3:27b,
210,1060,is-not-biased,85,gemma3:27b,
133,1186,is-not-biased,85,gemma3:27b,
185,1375,is-biased,75,gemma3:27b,
110,1690,is-not-biased,85,gemma3:27b,
222,1816,is-not-biased,95,gemma3:27b,
239,53,is-not-biased,90,gemma3:27b,
182,431,is-not-biased,85,gemma3:27b,
265,746,is-biased,75,gemma3:27b,
147,1061,is-not-biased,95,gemma3:27b,
127,1187,is-not-biased,95,gemma3:27b,
137,1376,is-not-biased,95,gemma3:27b,
205,1691,is-not-biased,90,gemma3:27b,
111,1817,is-biased,85,gemma3:27b,
132,54,is-biased,75,gemma3:27b,
242,432,is-not-biased,85,gemma3:27b,
172,747,is-not-biased,95,gemma3:27b,
237,1062,is-biased,75,gemma3:27b,
156,1188,is-not-biased,95,gemma3:27b,
152,1377,is-biased,75,gemma3:27b,
211,1692,is-not-biased,90,gemma3:27b,
265,1818,is-biased,75,gemma3:27b,
136,55,is-not-biased,95,gemma3:27b,
57,433,is-not-biased,95,gemma3:27b,
287,748,is-not-biased,85,gemma3:27b,
152,1063,is-biased,75,gemma3:27b,
6,1189,is-not-biased,90,gemma3:27b,
157,1378,is-not-biased,90,gemma3:27b,
110,1693,is-not-biased,85,gemma3:27b,
45,1819,is-biased,75,gemma3:27b,
31,1190,is-not-biased,95,gemma3:27b,
177,56,is-not-biased,90,gemma3:27b,
110,434,is-not-biased,85,gemma3:27b,
121,749,is-not-biased,90,gemma3:27b,
22,1064,is-not-biased,95,gemma3:27b,
267,1379,is-not-biased,95,gemma3:27b,
114,1694,is-not-biased,95,gemma3:27b,
115,1820,is-not-biased,95,gemma3:27b,
134,57,is-not-biased,85,gemma3:27b,
166,1191,is-not-biased,85,gemma3:27b,
161,750,is-biased,75,gemma3:27b,
151,435,is-not-biased,95,gemma3:27b,
40,1065,is-not-biased,85,gemma3:27b,
159,1380,is-biased,75,gemma3:27b,
192,1695,is-not-biased,85,gemma3:27b,
276,1821,is-not-biased,85,gemma3:27b,
277,58,is-not-biased,95,gemma3:27b,
168,1192,is-not-biased,85,gemma3:27b,
203,436,is-not-biased,95,gemma3:27b,
285,751,is-not-biased,90,gemma3:27b,
60,1066,is-not-biased,85,gemma3:27b,
104,1381,is-not-biased,90,gemma3:27b,
265,1696,is-biased,75,gemma3:27b,
114,1822,is-not-biased,95,gemma3:27b,
241,752,is-not-biased,90,gemma3:27b,
22,437,is-not-biased,95,gemma3:27b,
2,1382,is-not-biased,95,gemma3:27b,
229,1067,is-not-biased,85,gemma3:27b,
145,1194,is-biased,75,gemma3:27b,
230,1068,is-not-biased,95,gemma3:27b,
106,60,is-not-biased,90,gemma3:27b,
245,438,is-biased,75,gemma3:27b,
287,753,is-biased,75,gemma3:27b,
169,1383,is-biased,75,gemma3:27b,
211,1698,is-not-biased,90,gemma3:27b,
115,1824,is-not-biased,95,gemma3:27b,
86,1069,is-not-biased,95,gemma3:27b,
16,1195,is-not-biased,95,gemma3:27b,
267,61,is-not-biased,95,gemma3:27b,
101,439,is-not-biased,90,gemma3:27b,
248,754,is-not-biased,85,gemma3:27b,
37,1384,is-not-biased,90,gemma3:27b,
50,1699,is-biased,75,gemma3:27b,
13,1825,is-not-biased,85,gemma3:27b,
210,1070,is-not-biased,85,gemma3:27b,
114,1196,is-not-biased,95,gemma3:27b,
54,62,is-not-biased,95,gemma3:27b,
145,440,is-biased,75,gemma3:27b,
162,755,is-not-biased,90,gemma3:27b,
230,1385,is-not-biased,95,gemma3:27b,
110,1700,is-not-biased,85,gemma3:27b,
51,1826,is-biased,75,gemma3:27b,
40,1071,is-not-biased,85,gemma3:27b,
197,1197,is-biased,75,gemma3:27b,
123,63,is-not-biased,90,gemma3:27b,
253,441,is-biased,75,gemma3:27b,
95,756,is-biased,75,gemma3:27b,
184,1386,is-not-biased,95,gemma3:27b,
58,1701,is-biased,75,gemma3:27b,
0,1827,is-not-biased,90,gemma3:27b,
175,1072,is-not-biased,85,gemma3:27b,
43,64,is-not-biased,75,gemma3:27b,
157,1198,is-not-biased,90,gemma3:27b,
130,442,is-biased,75,gemma3:27b,
159,757,is-biased,75,gemma3:27b,
95,1387,is-not-biased,90,gemma3:27b,
112,1702,is-not-biased,85,gemma3:27b,
289,1073,is-not-biased,95,gemma3:27b,
116,1828,is-not-biased,90,gemma3:27b,
9,1199,is-not-biased,85,gemma3:27b,
86,65,is-not-biased,95,gemma3:27b,
152,758,is-biased,75,gemma3:27b,
83,443,is-biased,75,gemma3:27b,
230,1388,is-not-biased,95,gemma3:27b,
193,1703,is-not-biased,95,gemma3:27b,
148,1074,is-not-biased,95,gemma3:27b,
205,1829,is-not-biased,90,gemma3:27b,
21,1200,is-not-biased,90,gemma3:27b,
167,66,is-not-biased,85,gemma3:27b,
220,444,is-not-biased,95,gemma3:27b,
199,759,is-biased,75,gemma3:27b,
174,1389,is-biased,75,gemma3:27b,
111,1704,is-biased,85,gemma3:27b,
205,1830,is-not-biased,90,gemma3:27b,
95,1075,is-not-biased,90,gemma3:27b,
279,1201,is-not-biased,85,gemma3:27b,
105,67,is-biased,75,gemma3:27b,
274,445,is-biased,75,gemma3:27b,
27,760,is-not-biased,85,gemma3:27b,
278,1390,is-biased,75,gemma3:27b,
48,1705,is-biased,75,gemma3:27b,
59,1831,is-not-biased,85,gemma3:27b,
147,1076,is-not-biased,95,gemma3:27b,
7,1202,is-not-biased,85,gemma3:27b,
101,68,is-not-biased,90,gemma3:27b,
187,446,is-not-biased,95,gemma3:27b,
288,761,is-biased,75,gemma3:27b,
162,1391,is-not-biased,85,gemma3:27b,
116,1706,is-not-biased,90,gemma3:27b,
50,1832,is-biased,75,gemma3:27b,
134,1077,is-not-biased,85,gemma3:27b,
203,1203,is-not-biased,95,gemma3:27b,
22,69,is-not-biased,95,gemma3:27b,
139,447,is-biased,75,gemma3:27b,
187,762,is-not-biased,95,gemma3:27b,
121,1392,is-not-biased,90,gemma3:27b,
195,1707,is-not-biased,90,gemma3:27b,
205,1833,is-not-biased,90,gemma3:27b,
201,1078,is-not-biased,95,gemma3:27b,
169,1204,is-biased,75,gemma3:27b,
97,70,is-not-biased,95,gemma3:27b,
201,448,is-not-biased,95,gemma3:27b,
252,763,is-not-biased,90,gemma3:27b,
67,1393,is-not-biased,90,gemma3:27b,
59,1708,is-not-biased,85,gemma3:27b,
193,1834,is-not-biased,95,gemma3:27b,
116,1079,is-not-biased,90,gemma3:27b,
54,1205,is-not-biased,90,gemma3:27b,
94,71,is-not-biased,90,gemma3:27b,
239,449,is-not-biased,90,gemma3:27b,
274,764,is-biased,75,gemma3:27b,
89,1394,is-not-biased,85,gemma3:27b,
111,1709,is-biased,85,gemma3:27b,
195,1835,is-not-biased,85,gemma3:27b,
252,1206,is-not-biased,90,gemma3:27b,
90,1080,is-not-biased,85,gemma3:27b,
105,72,is-biased,75,gemma3:27b,
267,450,is-not-biased,95,gemma3:27b,
159,765,is-biased,75,gemma3:27b,
131,1395,is-biased,75,gemma3:27b,
116,1710,is-not-biased,90,gemma3:27b,
205,1836,is-not-biased,90,gemma3:27b,
207,1207,is-biased,75,gemma3:27b,
17,1081,is-not-biased,85,gemma3:27b,
105,73,is-biased,75,gemma3:27b,
101,451,is-not-biased,90,gemma3:27b,
2,1396,is-not-biased,95,gemma3:27b,
123,766,is-not-biased,90,gemma3:27b,
195,1711,is-not-biased,90,gemma3:27b,
115,1837,is-not-biased,95,gemma3:27b,
129,1208,is-not-biased,95,gemma3:27b,
157,1082,is-not-biased,90,gemma3:27b,
25,74,is-not-biased,85,gemma3:27b,
167,452,is-not-biased,85,gemma3:27b,
41,1397,is-not-biased,85,gemma3:27b,
150,767,is-not-biased,90,gemma3:27b,
50,1712,is-biased,75,gemma3:27b,
116,1838,is-not-biased,90,gemma3:27b,
141,1083,is-not-biased,90,gemma3:27b,
133,1209,is-not-biased,85,gemma3:27b,
157,75,is-not-biased,90,gemma3:27b,
56,453,is-not-biased,95,gemma3:27b,
248,768,is-not-biased,85,gemma3:27b,
211,1398,is-not-biased,90,gemma3:27b,
205,1713,is-not-biased,90,gemma3:27b,
115,1839,is-not-biased,95,gemma3:27b,
231,1084,is-not-biased,95,gemma3:27b,
166,1210,is-not-biased,85,gemma3:27b,
52,76,is-not-biased,85,gemma3:27b,
54,454,is-not-biased,95,gemma3:27b,
113,769,is-not-biased,90,gemma3:27b,
239,1399,is-not-biased,90,gemma3:27b,
205,1714,is-not-biased,90,gemma3:27b,
110,1840,is-not-biased,85,gemma3:27b,
223,1085,is-not-biased,90,gemma3:27b,
74,1211,is-not-biased,85,gemma3:27b,
168,77,is-not-biased,85,gemma3:27b,
277,455,is-not-biased,95,gemma3:27b,
142,770,is-not-biased,90,gemma3:27b,
125,1400,is-not-biased,85,gemma3:27b,
265,1715,is-biased,75,gemma3:27b,
115,1841,is-not-biased,95,gemma3:27b,
82,1086,is-biased,75,gemma3:27b,
140,78,is-not-biased,85,gemma3:27b,
78,456,is-not-biased,85,gemma3:27b,
157,771,is-not-biased,90,gemma3:27b,
266,1212,is-not-biased,85,gemma3:27b,
194,1401,is-not-biased,95,gemma3:27b,
193,1716,is-not-biased,95,gemma3:27b,
265,1842,is-biased,75,gemma3:27b,
106,1087,is-not-biased,90,gemma3:27b,
118,79,is-not-biased,85,gemma3:27b,
39,457,is-not-biased,90,gemma3:27b,
