article_id,index,source,llm_assessment,llm_confidence,llm_model,llm_error
24,1145,BBC,is-not-biased,95,qwen3:30b,
129,1208,CNN,is-not-biased,95,qwen3:30b,
233,956,FOX,is-not-biased,95,qwen3:30b,
145,1334,CNN,is-not-biased,95,qwen3:30b,
194,893,FOX,is-not-biased,95,qwen3:30b,
33,31,BBC,is-not-biased,95,qwen3:30b,
41,1397,BBC,is-not-biased,90,qwen3:30b,
90,831,BBC,is-not-biased,90,qwen3:30b,
254,830,FOX,is-biased,90,qwen3:30b,
76,957,BBC,is-not-biased,95,qwen3:30b,
133,1209,CNN,is-not-biased,95,qwen3:30b,
245,894,FOX,is-not-biased,90,qwen3:30b,
251,1146,FOX,is-not-biased,95,qwen3:30b,
130,1335,CNN,is-not-biased,90,qwen3:30b,
100,32,BBC,is-not-biased,90,qwen3:30b,
160,895,CNN,is-not-biased,90,qwen3:30b,
211,1398,FOX,is-not-biased,95,qwen3:30b,
105,832,BBC,is-not-biased,95,qwen3:30b,
105,958,BBC,is-not-biased,95,qwen3:30b,
166,1210,CNN,is-not-biased,95,qwen3:30b,
239,1399,FOX,is-not-biased,95,qwen3:30b,
74,1211,BBC,is-not-biased,95,qwen3:30b,
242,1147,FOX,is-not-biased,90,qwen3:30b,
168,34,CNN,is-not-biased,95,qwen3:30b,
76,896,BBC,is-not-biased,90,qwen3:30b,
286,833,FOX,is-not-biased,95,qwen3:30b,
279,1336,FOX,is-not-biased,95,qwen3:30b,
20,1337,BBC,is-not-biased,95,qwen3:30b,
267,1148,FOX,is-not-biased,95,qwen3:30b,
162,959,CNN,is-not-biased,90,qwen3:30b,
125,1400,CNN,is-not-biased,95,qwen3:30b,
48,35,BBC,is-not-biased,95,qwen3:30b,
180,834,FOX,is-not-biased,95,qwen3:30b,
120,1149,CNN,is-not-biased,95,qwen3:30b,
274,960,FOX,is-not-biased,95,qwen3:30b,
206,897,FOX,is-not-biased,95,qwen3:30b,
266,1212,FOX,is-not-biased,95,qwen3:30b,
7,36,BBC,is-not-biased,95,qwen3:30b,
179,1338,FOX,is-not-biased,90,qwen3:30b,
114,961,CNN,is-not-biased,95,qwen3:30b,
227,835,FOX,is-not-biased,95,qwen3:30b,
194,1401,FOX,is-not-biased,95,qwen3:30b,
133,1213,CNN,is-not-biased,90,qwen3:30b,
36,1150,BBC,is-not-biased,95,qwen3:30b,
105,1339,BBC,is-not-biased,95,qwen3:30b,
2,1402,BBC,is-not-biased,100,qwen3:30b,
165,898,CNN,is-not-biased,90,qwen3:30b,
109,836,BBC,is-not-biased,95,qwen3:30b,
230,37,FOX,is-not-biased,95,qwen3:30b,
127,1151,CNN,is-not-biased,95,qwen3:30b,
284,899,FOX,is-not-biased,95,qwen3:30b,
167,1214,CNN,is-not-biased,90,qwen3:30b,
80,962,BBC,is-not-biased,95,qwen3:30b,
98,38,BBC,is-not-biased,95,qwen3:30b,
157,1403,CNN,is-not-biased,95,qwen3:30b,
172,900,CNN,is-not-biased,95,qwen3:30b,
260,837,FOX,is-not-biased,95,qwen3:30b,
186,1340,FOX,is-not-biased,95,qwen3:30b,
139,963,CNN,is-not-biased,90,qwen3:30b,
95,1152,BBC,is-not-biased,95,qwen3:30b,
100,1215,BBC,is-not-biased,95,qwen3:30b,
97,1404,BBC,is-not-biased,95,qwen3:30b,
210,1341,FOX,is-not-biased,95,qwen3:30b,
152,39,CNN,is-not-biased,95,qwen3:30b,
72,838,BBC,is-not-biased,95,qwen3:30b,
44,964,BBC,is-not-biased,95,qwen3:30b,
110,901,CNN,is-not-biased,95,qwen3:30b,
210,1153,FOX,is-not-biased,90,qwen3:30b,
157,1405,CNN,is-not-biased,95,qwen3:30b,
229,1216,FOX,is-not-biased,90,qwen3:30b,
132,902,CNN,is-not-biased,95,qwen3:30b,
262,40,FOX,is-not-biased,95,qwen3:30b,
136,839,CNN,is-not-biased,95,qwen3:30b,
235,1342,FOX,is-not-biased,95,qwen3:30b,
171,965,CNN,is-not-biased,95,qwen3:30b,
135,1154,CNN,is-not-biased,95,qwen3:30b,
167,1217,CNN,is-not-biased,95,qwen3:30b,
22,1343,BBC,is-not-biased,95,qwen3:30b,
270,41,FOX,is-not-biased,95,qwen3:30b,
261,840,FOX,is-not-biased,90,qwen3:30b,
192,903,FOX,is-not-biased,90,qwen3:30b,
93,966,BBC,is-not-biased,95,qwen3:30b,
237,1406,FOX,is-not-biased,95,qwen3:30b,
121,1155,CNN,is-not-biased,90,qwen3:30b,
140,1344,CNN,is-not-biased,95,qwen3:30b,
225,1218,FOX,is-not-biased,95,qwen3:30b,
169,1407,CNN,is-not-biased,95,qwen3:30b,
3,967,BBC,is-not-biased,95,qwen3:30b,
263,904,FOX,is-not-biased,95,qwen3:30b,
223,42,FOX,is-not-biased,95,qwen3:30b,
174,841,FOX,is-biased,95,qwen3:30b,
92,1219,BBC,is-not-biased,95,qwen3:30b,
176,1156,FOX,is-not-biased,90,qwen3:30b,
101,1408,BBC,is-not-biased,95,qwen3:30b,
169,1345,CNN,is-not-biased,90,qwen3:30b,
208,43,FOX,is-not-biased,95,qwen3:30b,
140,968,CNN,is-not-biased,95,qwen3:30b,
233,905,FOX,is-not-biased,95,qwen3:30b,
123,1220,CNN,is-not-biased,90,qwen3:30b,
274,1157,FOX,is-not-biased,95,qwen3:30b,
166,1346,CNN,is-not-biased,95,qwen3:30b,
175,842,FOX,is-not-biased,90,qwen3:30b,
193,1409,FOX,is-not-biased,95,qwen3:30b,
33,843,BBC,is-not-biased,95,qwen3:30b,
76,44,BBC,is-not-biased,95,qwen3:30b,
107,1158,BBC,is-not-biased,95,qwen3:30b,
71,969,BBC,is-not-biased,90,qwen3:30b,
148,1347,CNN,is-not-biased,95,qwen3:30b,
280,906,FOX,is-not-biased,95,qwen3:30b,
9,45,BBC,is-not-biased,95,qwen3:30b,
262,1410,FOX,is-not-biased,95,qwen3:30b,
185,1221,FOX,is-not-biased,95,qwen3:30b,
238,907,FOX,is-not-biased,95,qwen3:30b,
94,844,BBC,is-not-biased,95,qwen3:30b,
2,970,BBC,is-not-biased,95,qwen3:30b,
90,1222,BBC,is-not-biased,95,qwen3:30b,
122,1159,CNN,is-biased,85,qwen3:30b,
112,1348,CNN,is-not-biased,95,qwen3:30b,
203,908,FOX,is-not-biased,95,qwen3:30b,
152,845,CNN,is-not-biased,95,qwen3:30b,
29,1411,BBC,is-not-biased,95,qwen3:30b,
143,46,CNN,is-not-biased,90,qwen3:30b,
151,1349,CNN,is-not-biased,95,qwen3:30b,
146,971,CNN,is-not-biased,95,qwen3:30b,
102,1160,BBC,is-not-biased,95,qwen3:30b,
140,1223,CNN,is-not-biased,95,qwen3:30b,
7,47,BBC,is-not-biased,95,qwen3:30b,
158,909,CNN,is-not-biased,95,qwen3:30b,
146,846,CNN,is-not-biased,95,qwen3:30b,
24,972,BBC,is-not-biased,95,qwen3:30b,
95,1412,BBC,is-not-biased,95,qwen3:30b,
203,1350,FOX,is-not-biased,100,qwen3:30b,
141,1413,CNN,is-not-biased,95,qwen3:30b,
200,1161,FOX,is-not-biased,95,qwen3:30b,
265,1224,FOX,is-not-biased,90,qwen3:30b,
271,48,FOX,is-not-biased,95,qwen3:30b,
33,910,BBC,is-not-biased,95,qwen3:30b,
160,847,CNN,is-not-biased,95,qwen3:30b,
98,1225,BBC,is-not-biased,95,qwen3:30b,
100,973,BBC,is-not-biased,90,qwen3:30b,
157,1162,CNN,is-not-biased,95,qwen3:30b,
134,1351,CNN,is-not-biased,95,qwen3:30b,
133,49,CNN,is-not-biased,95,qwen3:30b,
157,848,CNN,is-not-biased,95,qwen3:30b,
122,911,CNN,is-not-biased,95,qwen3:30b,
121,1414,CNN,is-not-biased,95,qwen3:30b,
11,974,BBC,is-not-biased,95,qwen3:30b,
147,1163,CNN,is-not-biased,100,qwen3:30b,
101,1226,BBC,is-not-biased,95,qwen3:30b,
81,1352,BBC,is-not-biased,95,qwen3:30b,
95,1415,BBC,is-not-biased,90,qwen3:30b,
120,912,CNN,is-not-biased,95,qwen3:30b,
277,849,FOX,is-not-biased,95,qwen3:30b,
240,975,FOX,is-not-biased,95,qwen3:30b,
144,1227,CNN,is-not-biased,95,qwen3:30b,
274,50,FOX,is-not-biased,90,qwen3:30b,
114,1164,CNN,is-not-biased,95,qwen3:30b,
11,1353,BBC,is-not-biased,95,qwen3:30b,
152,1416,CNN,is-not-biased,95,qwen3:30b,
63,1165,BBC,is-not-biased,95,qwen3:30b,
105,850,BBC,is-not-biased,90,qwen3:30b,
133,913,CNN,is-not-biased,90,qwen3:30b,
123,51,CNN,is-not-biased,95,qwen3:30b,
45,976,BBC,is-not-biased,95,qwen3:30b,
130,52,CNN,is-not-biased,95,qwen3:30b,
195,1228,FOX,is-not-biased,95,qwen3:30b,
115,1354,CNN,is-not-biased,95,qwen3:30b,
125,851,CNN,is-not-biased,95,qwen3:30b,
286,1417,FOX,is-not-biased,95,qwen3:30b,
151,1166,CNN,is-not-biased,95,qwen3:30b,
227,977,FOX,is-not-biased,95,qwen3:30b,
128,1229,CNN,is-not-biased,95,qwen3:30b,
76,1418,BBC,is-not-biased,95,qwen3:30b,
95,1355,BBC,is-not-biased,90,qwen3:30b,
233,914,FOX,is-not-biased,90,qwen3:30b,
239,53,FOX,is-not-biased,95,qwen3:30b,
51,852,BBC,is-biased,95,qwen3:30b,
167,1230,CNN,is-not-biased,95,qwen3:30b,
38,915,BBC,is-not-biased,95,qwen3:30b,
59,1419,BBC,is-not-biased,95,qwen3:30b,
205,1167,FOX,is-not-biased,90,qwen3:30b,
80,978,BBC,is-not-biased,90,qwen3:30b,
89,1356,BBC,is-not-biased,90,qwen3:30b,
132,54,CNN,is-not-biased,95,qwen3:30b,
163,916,CNN,is-not-biased,95,qwen3:30b,
21,979,BBC,is-not-biased,95,qwen3:30b,
141,853,CNN,is-not-biased,95,qwen3:30b,
157,1168,CNN,is-not-biased,95,qwen3:30b,
161,1231,CNN,is-not-biased,95,qwen3:30b,
10,1357,BBC,is-not-biased,95,qwen3:30b,
75,1420,BBC,is-not-biased,95,qwen3:30b,
136,55,CNN,is-not-biased,95,qwen3:30b,
111,917,CNN,is-not-biased,95,qwen3:30b,
114,1232,CNN,is-not-biased,95,qwen3:30b,
82,1169,BBC,is-not-biased,90,qwen3:30b,
20,1358,BBC,is-not-biased,95,qwen3:30b,
132,1421,CNN,is-not-biased,95,qwen3:30b,
265,980,FOX,is-not-biased,95,qwen3:30b,
244,854,FOX,is-not-biased,95,qwen3:30b,
15,918,BBC,is-not-biased,95,qwen3:30b,
177,56,FOX,is-not-biased,95,qwen3:30b,
96,981,BBC,is-not-biased,95,qwen3:30b,
94,1170,BBC,is-not-biased,95,qwen3:30b,
242,855,FOX,is-not-biased,90,qwen3:30b,
2,1171,BBC,is-not-biased,95,qwen3:30b,
195,1422,FOX,is-not-biased,95,qwen3:30b,
134,57,CNN,is-not-biased,95,qwen3:30b,
46,919,BBC,is-not-biased,95,qwen3:30b,
25,856,BBC,is-not-biased,95,qwen3:30b,
233,1359,FOX,is-not-biased,95,qwen3:30b,
212,1233,FOX,is-not-biased,95,qwen3:30b,
209,982,FOX,is-not-biased,95,qwen3:30b,
59,1360,BBC,is-not-biased,95,qwen3:30b,
230,1423,FOX,is-not-biased,95,qwen3:30b,
6,857,BBC,is-not-biased,95,qwen3:30b,
277,58,FOX,is-not-biased,95,qwen3:30b,
150,920,CNN,is-not-biased,95,qwen3:30b,
87,983,BBC,is-not-biased,95,qwen3:30b,
271,1234,FOX,is-not-biased,90,qwen3:30b,
78,1361,BBC,is-not-biased,95,qwen3:30b,
166,59,CNN,is-not-biased,95,qwen3:30b,
143,1235,CNN,is-not-biased,95,qwen3:30b,
174,1172,FOX,is-not-biased,95,qwen3:30b,
281,1424,FOX,is-not-biased,95,qwen3:30b,
152,858,CNN,is-not-biased,90,qwen3:30b,
280,921,FOX,is-not-biased,95,qwen3:30b,
192,984,FOX,is-not-biased,95,qwen3:30b,
213,1173,FOX,is-not-biased,95,qwen3:30b,
144,1236,CNN,is-not-biased,95,qwen3:30b,
87,1362,BBC,is-not-biased,95,qwen3:30b,
106,60,BBC,is-not-biased,95,qwen3:30b,
106,859,BBC,is-not-biased,95,qwen3:30b,
22,922,BBC,is-not-biased,95,qwen3:30b,
104,1425,BBC,is-not-biased,95,qwen3:30b,
157,1363,CNN,is-not-biased,95,qwen3:30b,
261,1237,FOX,is-not-biased,95,qwen3:30b,
164,1426,CNN,is-not-biased,100,qwen3:30b,
230,1174,FOX,is-not-biased,95,qwen3:30b,
267,61,FOX,is-not-biased,95,qwen3:30b,
253,985,FOX,is-biased,90,qwen3:30b,
227,860,FOX,is-not-biased,95,qwen3:30b,
115,986,CNN,is-not-biased,95,qwen3:30b,
43,1175,BBC,is-not-biased,95,qwen3:30b,
72,923,BBC,is-not-biased,95,qwen3:30b,
147,1364,CNN,is-not-biased,95,qwen3:30b,
13,1176,BBC,is-not-biased,95,qwen3:30b,
246,1238,FOX,is-not-biased,95,qwen3:30b,
109,924,BBC,is-not-biased,95,qwen3:30b,
223,1427,FOX,is-not-biased,95,qwen3:30b,
82,987,BBC,is-not-biased,95,qwen3:30b,
54,62,BBC,is-not-biased,95,qwen3:30b,
148,1428,CNN,is-not-biased,95,qwen3:30b,
104,1239,BBC,is-not-biased,90,qwen3:30b,
262,861,FOX,is-not-biased,90,qwen3:30b,
141,862,CNN,is-not-biased,100,qwen3:30b,
277,988,FOX,is-not-biased,95,qwen3:30b,
174,1365,FOX,is-not-biased,90,qwen3:30b,
136,1177,CNN,is-not-biased,95,qwen3:30b,
155,1240,CNN,is-not-biased,95,qwen3:30b,
10,863,BBC,is-not-biased,95,qwen3:30b,
155,1429,CNN,is-not-biased,95,qwen3:30b,
98,926,BBC,is-not-biased,95,qwen3:30b,
204,925,FOX,is-not-biased,95,qwen3:30b,
94,989,BBC,is-not-biased,90,qwen3:30b,
7,1367,BBC,is-not-biased,95,qwen3:30b,
129,1178,CNN,is-not-biased,100,qwen3:30b,
245,1366,FOX,is-not-biased,95,qwen3:30b,
204,1241,FOX,is-not-biased,95,qwen3:30b,
133,1430,CNN,is-not-biased,95,qwen3:30b,
266,864,FOX,is-not-biased,95,qwen3:30b,
33,927,BBC,is-not-biased,95,qwen3:30b,
203,990,FOX,is-not-biased,95,qwen3:30b,
128,1368,CNN,is-not-biased,95,qwen3:30b,
29,1242,BBC,is-not-biased,95,qwen3:30b,
65,1179,BBC,is-not-biased,95,qwen3:30b,
121,1431,CNN,is-not-biased,90,qwen3:30b,
5,991,BBC,is-not-biased,95,qwen3:30b,
59,928,BBC,is-not-biased,90,qwen3:30b,
20,1243,BBC,is-not-biased,95,qwen3:30b,
130,1180,CNN,is-not-biased,95,qwen3:30b,
242,865,FOX,is-not-biased,95,qwen3:30b,
129,1432,CNN,is-not-biased,95,qwen3:30b,
1,866,BBC,is-not-biased,95,qwen3:30b,
74,1369,BBC,is-not-biased,95,qwen3:30b,
147,929,CNN,is-not-biased,95,qwen3:30b,
101,1181,BBC,is-not-biased,95,qwen3:30b,
141,1244,CNN,is-not-biased,95,qwen3:30b,
263,992,FOX,is-not-biased,95,qwen3:30b,
154,1370,CNN,is-not-biased,95,qwen3:30b,
33,867,BBC,is-not-biased,95,qwen3:30b,
114,1433,CNN,is-not-biased,95,qwen3:30b,
74,1245,BBC,is-not-biased,95,qwen3:30b,
118,1182,CNN,is-not-biased,90,qwen3:30b,
176,930,FOX,is-not-biased,95,qwen3:30b,
271,993,FOX,is-not-biased,95,qwen3:30b,
184,1371,FOX,is-not-biased,95,qwen3:30b,
112,1434,CNN,is-not-biased,95,qwen3:30b,
220,868,FOX,is-not-biased,95,qwen3:30b,
172,994,CNN,is-not-biased,95,qwen3:30b,
279,931,FOX,is-not-biased,90,qwen3:30b,
140,1183,CNN,is-not-biased,95,qwen3:30b,
109,1435,BBC,is-not-biased,95,qwen3:30b,
127,869,CNN,is-not-biased,95,qwen3:30b,
145,1372,CNN,is-not-biased,95,qwen3:30b,
284,1246,FOX,is-not-biased,90,qwen3:30b,
113,1247,CNN,is-not-biased,95,qwen3:30b,
230,932,FOX,is-not-biased,95,qwen3:30b,
226,1184,FOX,is-not-biased,95,qwen3:30b,
259,995,FOX,is-biased,85,qwen3:30b,
159,1436,CNN,is-not-biased,90,qwen3:30b,
169,870,CNN,is-not-biased,95,qwen3:30b,
116,996,CNN,is-not-biased,95,qwen3:30b,
40,933,BBC,is-not-biased,95,qwen3:30b,
158,1185,CNN,is-not-biased,95,qwen3:30b,
157,1248,CNN,is-not-biased,95,qwen3:30b,
14,871,BBC,is-not-biased,95,qwen3:30b,
284,1373,FOX,is-biased,90,qwen3:30b,
76,1374,BBC,is-not-biased,95,qwen3:30b,
94,1437,BBC,is-not-biased,90,qwen3:30b,
131,997,CNN,is-not-biased,95,qwen3:30b,
133,1186,CNN,is-not-biased,95,qwen3:30b,
41,934,BBC,is-not-biased,95,qwen3:30b,
284,1249,FOX,is-not-biased,95,qwen3:30b,
276,872,FOX,is-not-biased,90,qwen3:30b,
185,1375,FOX,is-biased,90,qwen3:30b,
166,935,CNN,is-not-biased,95,qwen3:30b,
204,1438,FOX,is-not-biased,95,qwen3:30b,
33,998,BBC,is-not-biased,95,qwen3:30b,
20,1250,BBC,is-not-biased,95,qwen3:30b,
127,1187,CNN,is-not-biased,95,qwen3:30b,
137,1376,CNN,is-not-biased,95,qwen3:30b,
145,873,CNN,is-not-biased,90,qwen3:30b,
90,936,BBC,is-not-biased,95,qwen3:30b,
161,1439,CNN,is-not-biased,95,qwen3:30b,
156,1188,CNN,is-not-biased,95,qwen3:30b,
262,999,FOX,is-not-biased,90,qwen3:30b,
152,1377,CNN,is-not-biased,90,qwen3:30b,
136,874,CNN,is-not-biased,95,qwen3:30b,
178,1251,FOX,is-not-biased,95,qwen3:30b,
157,1000,CNN,is-not-biased,95,qwen3:30b,
60,937,BBC,is-not-biased,95,qwen3:30b,
6,1189,BBC,is-not-biased,95,qwen3:30b,
157,1378,CNN,is-not-biased,95,qwen3:30b,
173,1440,FOX,is-not-biased,90,qwen3:30b,
208,1252,FOX,is-not-biased,95,qwen3:30b,
168,938,CNN,is-not-biased,95,qwen3:30b,
141,1001,CNN,is-not-biased,95,qwen3:30b,
110,875,CNN,is-not-biased,95,qwen3:30b,
31,1190,BBC,is-not-biased,95,qwen3:30b,
282,1441,FOX,is-biased,85,qwen3:30b,
268,1442,FOX,is-not-biased,95,qwen3:30b,
182,1253,FOX,is-biased,95,qwen3:30b,
267,1379,FOX,is-not-biased,95,qwen3:30b,
136,1002,CNN,is-not-biased,95,qwen3:30b,
166,1191,CNN,is-not-biased,95,qwen3:30b,
60,939,BBC,is-not-biased,95,qwen3:30b,
194,876,FOX,is-not-biased,95,qwen3:30b,
241,1254,FOX,is-not-biased,100,qwen3:30b,
159,1380,CNN,is-not-biased,95,qwen3:30b,
114,940,CNN,is-not-biased,95,qwen3:30b,
168,1192,CNN,is-not-biased,95,qwen3:30b,
105,1003,BBC,is-not-biased,95,qwen3:30b,
186,1443,FOX,is-not-biased,95,qwen3:30b,
104,1381,BBC,is-not-biased,90,qwen3:30b,
121,1255,CNN,is-not-biased,95,qwen3:30b,
157,1444,CNN,is-not-biased,95,qwen3:30b,
231,877,FOX,is-not-biased,90,qwen3:30b,
127,878,CNN,is-not-biased,95,qwen3:30b,
137,1004,CNN,is-not-biased,95,qwen3:30b,
143,1256,CNN,is-not-biased,95,qwen3:30b,
142,941,CNN,is-not-biased,90,qwen3:30b,
2,1382,BBC,is-not-biased,100,qwen3:30b,
250,1193,FOX,is-not-biased,95,qwen3:30b,
101,1445,BBC,is-not-biased,95,qwen3:30b,
146,879,CNN,is-not-biased,95,qwen3:30b,
169,1005,CNN,is-not-biased,90,qwen3:30b,
145,1194,CNN,is-not-biased,95,qwen3:30b,
68,1257,BBC,is-not-biased,95,qwen3:30b,
109,1446,BBC,is-not-biased,95,qwen3:30b,
234,942,FOX,is-not-biased,90,qwen3:30b,
169,1383,CNN,is-not-biased,90,qwen3:30b,
0,1006,BBC,is-not-biased,95,qwen3:30b,
161,880,CNN,is-not-biased,95,qwen3:30b,
16,1195,BBC,is-not-biased,95,qwen3:30b,
37,1384,BBC,is-not-biased,95,qwen3:30b,
214,943,FOX,is-biased,100,qwen3:30b,
98,1447,BBC,is-not-biased,95,qwen3:30b,
166,944,CNN,is-not-biased,92,qwen3:30b,
233,1258,FOX,is-not-biased,90,qwen3:30b,
274,881,FOX,is-not-biased,95,qwen3:30b,
114,1196,CNN,is-not-biased,95,qwen3:30b,
122,1448,CNN,is-not-biased,95,qwen3:30b,
266,1007,FOX,is-not-biased,95,qwen3:30b,
123,1259,CNN,is-not-biased,95,qwen3:30b,
152,882,CNN,is-not-biased,95,qwen3:30b,
230,1385,FOX,is-not-biased,95,qwen3:30b,
95,1008,BBC,is-not-biased,90,qwen3:30b,
65,1260,BBC,is-not-biased,95,qwen3:30b,
253,945,FOX,is-biased,85,qwen3:30b,
197,1197,FOX,is-not-biased,95,qwen3:30b,
184,1386,FOX,is-not-biased,95,qwen3:30b,
88,883,BBC,is-not-biased,95,qwen3:30b,
146,1449,CNN,is-not-biased,95,qwen3:30b,
158,946,CNN,is-not-biased,95,qwen3:30b,
157,1198,CNN,is-not-biased,95,qwen3:30b,
112,1009,CNN,is-not-biased,95,qwen3:30b,
193,1261,FOX,is-not-biased,95,qwen3:30b,
71,947,BBC,is-not-biased,95,qwen3:30b,
39,884,BBC,is-not-biased,95,qwen3:30b,
95,1387,BBC,is-not-biased,90,qwen3:30b,
16,1010,BBC,is-not-biased,95,qwen3:30b,
155,1262,CNN,is-not-biased,95,qwen3:30b,
9,1199,BBC,is-not-biased,95,qwen3:30b,
283,1450,FOX,is-biased,85,qwen3:30b,
211,885,FOX,is-not-biased,95,qwen3:30b,
49,948,BBC,is-not-biased,95,qwen3:30b,
204,1451,FOX,is-not-biased,90,qwen3:30b,
94,1011,BBC,is-not-biased,90,qwen3:30b,
230,1388,FOX,is-not-biased,95,qwen3:30b,
21,1200,BBC,is-not-biased,95,qwen3:30b,
115,1263,CNN,is-not-biased,95,qwen3:30b,
143,1452,CNN,is-not-biased,95,qwen3:30b,
63,949,BBC,is-not-biased,90,qwen3:30b,
257,886,FOX,is-not-biased,95,qwen3:30b,
101,1012,BBC,is-not-biased,95,qwen3:30b,
75,1264,BBC,is-not-biased,95,qwen3:30b,
279,1201,FOX,is-not-biased,95,qwen3:30b,
174,1389,FOX,is-not-biased,95,qwen3:30b,
20,1453,BBC,is-not-biased,95,qwen3:30b,
142,950,CNN,is-not-biased,95,qwen3:30b,
7,1202,BBC,is-not-biased,90,qwen3:30b,
213,887,FOX,is-not-biased,95,qwen3:30b,
38,1013,BBC,is-not-biased,95,qwen3:30b,
77,1454,BBC,is-not-biased,95,qwen3:30b,
